Area Type,Area Name,Year,Month,Industry Title,Industry Current Employment,Regional Labor Force,Regional Employment,Regional Unemployment,Regional Unemployment Rate
State,California,2021,February,"Hdwr, Plumb & Heating Merchant whole",28900,18821200,17174200,1647000,8.8
State,California,2021,February," Religious, Grantmaking, Civic, Professional, and Similar Organizations",190300,18821200,17174200,1647000,8.8
State,California,2021,February,Personal & Household Goods Repair,8600,18821200,17174200,1647000,8.8
State,California,2021,February, Personal and Laundry Services,130600,18821200,17174200,1647000,8.8
State,California,2021,February, Electronics and Appliance Retailers,53000,18821200,17174200,1647000,8.8
State,California,2021,February,Advertising and Related Services,54500,18821200,17174200,1647000,8.8
State,California,2021,February, Waste Management and Remediation Services,52300,18821200,17174200,1647000,8.8
State,California,2021,February,Elementary and Secondary Schools,92400,18821200,17174200,1647000,8.8
State,California,2021,February,Other Schools & Instruction,58400,18821200,17174200,1647000,8.8
State,California,2021,February,Residential Intellectual & Developmental Disability,55900,18821200,17174200,1647000,8.8
State,California,2021,February,Nursing Care Facilities,127200,18821200,17174200,1647000,8.8
State,California,2021,February,General Medical & Surgical Hosp.s,370900,18821200,17174200,1647000,8.8
State,California,2021,February,"Specialty (not Psych, Sub Abuse) Hosp.",20200,18821200,17174200,1647000,8.8
State,California,2021,February,"Automotive Parts, Accessories and Tire S",51700,18821200,17174200,1647000,8.8
State,California,2021,February,Offices of Dentists,131400,18821200,17174200,1647000,8.8
State,California,2021,February,Outpatient Care Centers,233400,18821200,17174200,1647000,8.8
State,California,2021,February,Home Health Care Serv.,105000,18821200,17174200,1647000,8.8
State,California,2021,February,"Machinery, Equipment and Supplies Mercha",53700,18821200,17174200,1647000,8.8
State,California,2021,February,"Apparel, Piece Gds & Notions Merch whole",32400,18821200,17174200,1647000,8.8
State,California,2021,February,Wholesale Electronic Markets and Agents,40800,18821200,17174200,1647000,8.8
State,California,2021,February, Services to Buildings and Dwellings,242100,18821200,17174200,1647000,8.8
State,California,2021,February, Private Education and Health Services,2778000,18821200,17174200,1647000,8.8
State,California,2021,February,Junior Colleges,2500,18821200,17174200,1647000,8.8
State,California,2021,February," Private Colleges, Universities, and Professional Schools",147700,18821200,17174200,1647000,8.8
State,California,2021,February,Employment Services,470000,18821200,17174200,1647000,8.8
State,California,2021,February, Computer and Peripheral Equipment Manufacturing,79000,18821200,17174200,1647000,8.8
State,California,2021,February,Electronic Computer Manufacturing,68200,18821200,17174200,1647000,8.8
State,California,2021,February,Communications Equipment Manufacturing,17100,18821200,17174200,1647000,8.8
State,California,2021,February,Manufacturing,1256300,18821200,17174200,1647000,8.8
State,California,2021,February, Radio and Television Broadcasting Stations,11900,18821200,17174200,1647000,8.8
State,California,2021,February,Semiconductor and Electronic Component M,80600,18821200,17174200,1647000,8.8
State,California,2021,February, Ship and Boat Building,9300,18821200,17174200,1647000,8.8
State,California,2021,February,Medical Equipment & Supplies Mfg.,55900,18821200,17174200,1647000,8.8
State,California,2021,February,Fruit & Vegetable Preserving & Specialty,23400,18821200,17174200,1647000,8.8
State,California,2021,February,Apparel Knitting Mills,800,18821200,17174200,1647000,8.8
State,California,2021,February," Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers",73300,18821200,17174200,1647000,8.8
State,California,2021,February, Wired Telecommunications Carriers,38000,18821200,17174200,1647000,8.8
State,California,2021,February, Financial Activities,815700,18821200,17174200,1647000,8.8
State,California,2021,February, Depository Credit Intermediation including Monetary Authorities - Central Bank,136400,18821200,17174200,1647000,8.8
State,California,2021,February, Cut and Sew Apparel Manufacturing,24300,18821200,17174200,1647000,8.8
State,California,2021,February,Converted Paper Product Mfg.,18600,18821200,17174200,1647000,8.8
State,California,2021,February, Printing and Related Support Activities,31400,18821200,17174200,1647000,8.8
State,California,2021,February, Petroleum and Coal Products Manufacturing,11200,18821200,17174200,1647000,8.8
State,California,2021,February,Chemical Manufacturing,83500,18821200,17174200,1647000,8.8
State,California,2021,February, Total State and Local Government,2183900,18821200,17174200,1647000,8.8
State,California,2021,February,Apparel Manufacturing,26600,18821200,17174200,1647000,8.8
State,California,2021,February,Paper Manufacturing,19600,18821200,17174200,1647000,8.8
State,California,2021,February,Indian Tribes,56200,18821200,17174200,1647000,8.8
State,California,2021,February,Social Advocacy Organizations,28600,18821200,17174200,1647000,8.8
State,California,2021,February, Federal Government excluding Department of Defense,185800,18821200,17174200,1647000,8.8
State,California,2021,February,Local Government,1655400,18821200,17174200,1647000,8.8
State,California,2021,February,Bare Printed Circuit Board Manufacturing,7600,18821200,17174200,1647000,8.8
State,California,2021,February,Transportation Equipment Manufacturing,133300,18821200,17174200,1647000,8.8
State,California,2021,February,Motor Vehicle Mfg.,24900,18821200,17174200,1647000,8.8
State,California,2021,February,Government,2434700,18821200,17174200,1647000,8.8
State,California,2021,February,Department of Defense,65000,18821200,17174200,1647000,8.8
State,California,2021,February, State Government Excluding Education,280600,18821200,17174200,1647000,8.8
State,California,2021,February, Local Government Excluding Educational Services,784200,18821200,17174200,1647000,8.8
State,California,2021,February, County Government,352900,18821200,17174200,1647000,8.8
State,California,2021,February,Miscellaneous Durable Goods Manufacturing,83900,18821200,17174200,1647000,8.8
State,California,2021,February,Other Miscellaneous Durable Goods Mfg.,28000,18821200,17174200,1647000,8.8
State,California,2021,February, Non-Durable Goods,438700,18821200,17174200,1647000,8.8
State,California,2021,February, Food Manufacturing,150900,18821200,17174200,1647000,8.8
State,California,2021,February,Dairy Product Manufacturing,17400,18821200,17174200,1647000,8.8
State,California,2021,February, Animal Slaughtering and Processing,21500,18821200,17174200,1647000,8.8
State,California,2021,February,ResidualTextile Mills,5000,18821200,17174200,1647000,8.8
State,California,2021,February,Textile Product Mills,7900,18821200,17174200,1647000,8.8
State,California,2021,February, Broadcasting and Content Providers,85200,18821200,17174200,1647000,8.8
State,California,2021,February,Telecommunications,59700,18821200,17174200,1647000,8.8
State,California,2021,February,"Data Processing, Hosting & Related Services",62500,18821200,17174200,1647000,8.8
State,California,2021,February," Web Search Portals, Libraries, Archives, and Other ",74800,18821200,17174200,1647000,8.8
State,California,2021,February, Real Estate and Rental and Leasing,278300,18821200,17174200,1647000,8.8
State,California,2021,February, Professional and Business Services,2644900,18821200,17174200,1647000,8.8
State,California,2021,February,Activities Related to Credit Intermediat,43400,18821200,17174200,1647000,8.8
State,California,2021,February, Financial Investments and Related Activities including Financial Vehicles,95800,18821200,17174200,1647000,8.8
State,California,2021,February,Securities & Commodity Contracts,30700,18821200,17174200,1647000,8.8
State,California,2021,February, Insurance Carriers and Related Activities,198200,18821200,17174200,1647000,8.8
State,California,2021,February, Auto Equipment Rental and Leasing,18900,18821200,17174200,1647000,8.8
State,California,2021,February,Federal Government,250800,18821200,17174200,1647000,8.8
State,California,2021,February,State Government,528500,18821200,17174200,1647000,8.8
State,California,2021,February, Special Districts plus Tribes,125700,18821200,17174200,1647000,8.8
State,California,2021,February,Activities Related to Real Estate,111000,18821200,17174200,1647000,8.8
State,California,2021,February," Agencies, Broker and Other Insurance Related Activities",118100,18821200,17174200,1647000,8.8
State,California,2021,February, Offices of Real Estate Agents and Brokers,54800,18821200,17174200,1647000,8.8
State,California,2021,February," Professional, Scientific, and Technical Services",1310600,18821200,17174200,1647000,8.8
State,California,2021,February,"Accounting, Tax Preparation and Bookkeep",131300,18821200,17174200,1647000,8.8
State,California,2021,February," Architectural, Engineering, and Related Services",183400,18821200,17174200,1647000,8.8
State,California,2021,February,Insurance Carriers,80100,18821200,17174200,1647000,8.8
State,California,2021,February,Consumer Goods Rental,9700,18821200,17174200,1647000,8.8
State,California,2021,February,Legal Services,140300,18821200,17174200,1647000,8.8
State,California,2021,February,Nondepository Credit Intermediation,63600,18821200,17174200,1647000,8.8
State,California,2021,February,Real Estate,227300,18821200,17174200,1647000,8.8
State,California,2021,February,General Rental Centers,2300,18821200,17174200,1647000,8.8
State,California,2021,February,Comm & Industrial Mach Rental & Leasing,18400,18821200,17174200,1647000,8.8
State,California,2021,February,"Management, Scientific and Technical Con",203900,18821200,17174200,1647000,8.8
State,California,2021,February, Computer Systems Design and Related Services,333900,18821200,17174200,1647000,8.8
State,California,2021,February, Rental and Leasing Services,49300,18821200,17174200,1647000,8.8
State,California,2021,February,Specialized Design Services,22700,18821200,17174200,1647000,8.8
State,California,2021,February,Semiconductor and Related Devices Manufa,42200,18821200,17174200,1647000,8.8
State,California,2021,February,Electrical Equipment and Appliance Manuf,28200,18821200,17174200,1647000,8.8
State,California,2021,February, Furniture and Related Product Manufacturing,30500,18821200,17174200,1647000,8.8
State,California,2021,February, Computer and Electronic Product Manufacturing,277900,18821200,17174200,1647000,8.8
State,California,2021,February,Electronic Instrument Manufacturing,90500,18821200,17174200,1647000,8.8
State,California,2021,February, Aerospace Product and Parts Manufacturing,76500,18821200,17174200,1647000,8.8
State,California,2021,February, Household and Institutional Furniture and Kitchen Cabinet Manufacturing,18000,18821200,17174200,1647000,8.8
State,California,2021,February, Bakeries and Tortilla Manufacturing,37500,18821200,17174200,1647000,8.8
State,California,2021,February,Other Food Mfg.,34200,18821200,17174200,1647000,8.8
State,California,2021,February, Beverage and Tobacco Product Manufacturing,57600,18821200,17174200,1647000,8.8
State,California,2021,February,Civic & Social Organizations,23100,18821200,17174200,1647000,8.8
State,California,2021,February,"Bus,Labor, Political & Other like Org.",36500,18821200,17174200,1647000,8.8
State,California,2021,February, State Government Educational Services,247900,18821200,17174200,1647000,8.8
State,California,2021,February, Local Government Educational Services,871200,18821200,17174200,1647000,8.8
State,California,2021,February, City Government,249400,18821200,17174200,1647000,8.8
State,California,2021,February,Metalworking Machinery Mfg.,11000,18821200,17174200,1647000,8.8
State,California,2021,February, Finance and Insurance,537400,18821200,17174200,1647000,8.8
State,California,2021,February, Credit Intermediation and Related Activities including Monetary Authorities - Central Bank,243400,18821200,17174200,1647000,8.8
State,California,2021,February,Total Private,13711800,18821200,17174200,1647000,8.8
State,California,2021,February,Machine Shops & Threaded Product Mfg.,38700,18821200,17174200,1647000,8.8
State,California,2021,February,Logging,1500,18821200,17174200,1647000,8.8
State,California,2021,February,Nonresidential Building Construction,77900,18821200,17174200,1647000,8.8
State,California,2021,February, Heavy and Civil Engineering Construction,89800,18821200,17174200,1647000,8.8
State,California,2021,February," Highway, Street, and Bridge Construction",26100,18821200,17174200,1647000,8.8
State,California,2021,February,Building Finishing Contractors,136100,18821200,17174200,1647000,8.8
State,California,2021,February,Durable Goods,817600,18821200,17174200,1647000,8.8
State,California,2021,February,Other Wood Product Mfg.,18600,18821200,17174200,1647000,8.8
State,California,2021,February,Primary Metal Manufacturing,15400,18821200,17174200,1647000,8.8
State,California,2021,February,Fabricated Metal Product Mfg,118800,18821200,17174200,1647000,8.8
State,California,2021,February, Other Specialty Trade Contractors,66000,18821200,17174200,1647000,8.8
State,California,2021,February,Nonmetallic Mineral Product Mfg.,30700,18821200,17174200,1647000,8.8
State,California,2021,February,Architectural & Structural Metals Mfg.,31000,18821200,17174200,1647000,8.8
State,California,2021,February,Machinery Manufacturing,72700,18821200,17174200,1647000,8.8
State,California,2021,February,Industrial Machinery Manufacturing,20700,18821200,17174200,1647000,8.8
State,California,2021,February,Commercial and Service Industry Manufact,9300,18821200,17174200,1647000,8.8
State,California,2021,February,ResidualOther General Purpose Machinery,14900,18821200,17174200,1647000,8.8
State,California,2021,February,Other Financial Investment Activities,65000,18821200,17174200,1647000,8.8
State,California,2021,February,Lessors of Real Estate,61500,18821200,17174200,1647000,8.8
State,California,2021,February," Foundation, Structure, and Building Exterior Contractors",128600,18821200,17174200,1647000,8.8
State,California,2021,February,Building Equipment Contractors,244000,18821200,17174200,1647000,8.8
State,California,2021,February,Wood Product Manufacturing,26200,18821200,17174200,1647000,8.8
State,California,2021,February,Other Fabricated Metal Product Mfg.,15800,18821200,17174200,1647000,8.8
State,California,2021,February,L& Subdivision,5800,18821200,17174200,1647000,8.8
State,California,2021,February, Other Heavy and Civil Engineering Construction,10700,18821200,17174200,1647000,8.8
State,California,2021,February,Specialty Trade Contractors,574700,18821200,17174200,1647000,8.8
State,California,2021,February, Mining and Logging,18400,18821200,17174200,1647000,8.8
State,California,2021,February,Goods Producing,2137100,18821200,17174200,1647000,8.8
State,California,2021,February,Mining,16900,18821200,17174200,1647000,8.8
State,California,2021,February,Construction,862300,18821200,17174200,1647000,8.8
State,California,2021,February,Residential Building Construction,119900,18821200,17174200,1647000,8.8
State,California,2021,February,Oil & Gas Extraction,3800,18821200,17174200,1647000,8.8
State,California,2021,February,"Mining, except Oil & Gas",5900,18821200,17174200,1647000,8.8
State,California,2021,February,Construction of Buildings,197800,18821200,17174200,1647000,8.8
State,California,2021,February,Utility System Const.,47200,18821200,17174200,1647000,8.8
State,California,2021,February," Mining, Logging and Construction",880800,18821200,17174200,1647000,8.8
State,California,2021,February,Support Activities for Mining,7200,18821200,17174200,1647000,8.8
State,California,2021,February, Furniture and Home Furnishings Retailers,48300,18821200,17174200,1647000,8.8
State,California,2021,March," Jewelry, Luggage, and Leather Goods Retailers",12500,18856700,17254500,1602200,8.5
State,California,2021,March,Total Farm,343100,18856700,17254500,1602200,8.5
State,California,2021,March, Health and Personal Care Retailers,111800,18856700,17254500,1602200,8.5
State,California,2021,March, Department Stores,96800,18856700,17254500,1602200,8.5
State,California,2021,March,Total Wage and Salary,16633000,18856700,17254500,1602200,8.5
State,California,2021,March, Gasoline Stations and Fuel Dealers,63600,18856700,17254500,1602200,8.5
State,California,2021,March,Freight transp. Arrangement,33500,18856700,17254500,1602200,8.5
State,California,2021,March,Support Activities for Transportation,106800,18856700,17254500,1602200,8.5
State,California,2021,March, Transportation and Warehousing,717100,18856700,17254500,1602200,8.5
State,California,2021,March, Clothing and Clothing Accessories Retailers,104500,18856700,17254500,1602200,8.5
State,California,2021,March,Utilities,59300,18856700,17254500,1602200,8.5
State,California,2021,March," Transportation, Warehousing, and Utilities",776400,18856700,17254500,1602200,8.5
State,California,2021,March," Sporting Goods, Hobby, Musical Instrument, Book, and Miscellaneous Retailers",149000,18856700,17254500,1602200,8.5
State,California,2021,March," Arts, Entertainment, and Recreation",183400,18856700,17254500,1602200,8.5
State,California,2021,March,Vocational Rehabilitation Services,28800,18856700,17254500,1602200,8.5
State,California,2021,March,Social Assistance,853400,18856700,17254500,1602200,8.5
State,California,2021,March, Couriers and Messengers,152800,18856700,17254500,1602200,8.5
State,California,2021,March,Air Transportation,48700,18856700,17254500,1602200,8.5
State,California,2021,March,Specialized Freight Trucking,39600,18856700,17254500,1602200,8.5
State,California,2021,March,Truck Transportation,136200,18856700,17254500,1602200,8.5
State,California,2021,March,Amusement Parks and Arcades,13100,18856700,17254500,1602200,8.5
State,California,2021,March,"Museums, Historical Sites, and Similar I",14500,18856700,17254500,1602200,8.5
State,California,2021,March,"Performing Arts, Spectator Sports",52900,18856700,17254500,1602200,8.5
State,California,2021,March,"Electric Power Gen, Trans & Distribution",18500,18856700,17254500,1602200,8.5
State,California,2021,March,Gambling Industries,9600,18856700,17254500,1602200,8.5
State,California,2021,March,Motion Picture and Sound Recording,129400,18856700,17254500,1602200,8.5
State,California,2021,March, Warehousing and Storage,219800,18856700,17254500,1602200,8.5
State,California,2021,March, Publishing Industries,135500,18856700,17254500,1602200,8.5
State,California,2021,March,Motion Picture & Video Production,109600,18856700,17254500,1602200,8.5
State,California,2021,March,Religious Organizations,76800,18856700,17254500,1602200,8.5
State,California,2021,March,Personal Care Serv.,65400,18856700,17254500,1602200,8.5
State,California,2021,March,Drycleaning & Laundry Serv.,25600,18856700,17254500,1602200,8.5
State,California,2021,March,Commercial & Industrial Machinery,17300,18856700,17254500,1602200,8.5
State,California,2021,March,Full-Service Restaurants,434400,18856700,17254500,1602200,8.5
State,California,2021,March, Accommodation and Food Services,1248000,18856700,17254500,1602200,8.5
State,California,2021,March, Repair and Maintenance,144700,18856700,17254500,1602200,8.5
State,California,2021,March, Limited-Service Restaurants and Other Eating Places,637100,18856700,17254500,1602200,8.5
State,California,2021,March, Food Services and Drinking Places,1124400,18856700,17254500,1602200,8.5
State,California,2021,March,Accommodation,123600,18856700,17254500,1602200,8.5
State,California,2021,March," Amusement, Gambling, and Recreation Industries",116000,18856700,17254500,1602200,8.5
State,California,2021,March,Individual and Family Services,734100,18856700,17254500,1602200,8.5
State,California,2021,March, General Merchandise Retailers,296000,18856700,17254500,1602200,8.5
State,California,2021,March, Software Publishers,108900,18856700,17254500,1602200,8.5
State,California,2021,March, Book Retailers and News Dealers,8600,18856700,17254500,1602200,8.5
State,California,2021,March," Clothing, Clothing Accessories, Shoe, and Jewelry Retailers",138200,18856700,17254500,1602200,8.5
State,California,2021,March,Scheduled Air transp.,43400,18856700,17254500,1602200,8.5
State,California,2021,March, Used Merchandise Retailers,17900,18856700,17254500,1602200,8.5
State,California,2021,March," Office Supplies, Stationery, and Gift Retailers",22200,18856700,17254500,1602200,8.5
State,California,2021,March," Sporting Goods, Hobby, and Musical Instrument Retailers",48800,18856700,17254500,1602200,8.5
State,California,2021,March," Warehouse Clubs, Supercenters, and Other General Merchandise Retailers",199200,18856700,17254500,1602200,8.5
State,California,2021,March,Total Nonfarm,16289900,18856700,17254500,1602200,8.5
State,California,2021,March,Comm Care Facilities for the Elderly,93200,18856700,17254500,1602200,8.5
State,California,2021,March," Newspaper, Periodical, Book, and Directory Publishers",26600,18856700,17254500,1602200,8.5
State,California,2021,March,Support Activities for Road transp.,16700,18856700,17254500,1602200,8.5
State,California,2021,March,Support Activities for Water transp.,22100,18856700,17254500,1602200,8.5
State,California,2021,March, Transit and Ground Passenger Transportation,35800,18856700,17254500,1602200,8.5
State,California,2021,March,General Freight Trucking,96600,18856700,17254500,1602200,8.5
State,California,2021,March,Natural Gas Distribution,35700,18856700,17254500,1602200,8.5
State,California,2021,March, Other Miscellaneous Retailers,46900,18856700,17254500,1602200,8.5
State,California,2021,March,Other Services,474300,18856700,17254500,1602200,8.5
State,California,2021,March,Drinking Places (Alcoholic Beverages),14600,18856700,17254500,1602200,8.5
State,California,2021,March,Other Amusement and Recreation,93300,18856700,17254500,1602200,8.5
State,California,2021,March,Spectator Sports,9200,18856700,17254500,1602200,8.5
State,California,2021,March, Leisure and Hospitality,1431400,18856700,17254500,1602200,8.5
State,California,2021,March,"Community Food & Housing, & Emergency &",26400,18856700,17254500,1602200,8.5
State,California,2021,March,Motion Picture & Video Industries,125000,18856700,17254500,1602200,8.5
State,California,2021,March, Information,547800,18856700,17254500,1602200,8.5
State,California,2021,March,Grantmaking & Giving Serv.,25800,18856700,17254500,1602200,8.5
State,California,2021,March,Other Personal Services,35200,18856700,17254500,1602200,8.5
State,California,2021,March,Auto Repair & Maintenance,109200,18856700,17254500,1602200,8.5
State,California,2021,March,Special Food Services,38300,18856700,17254500,1602200,8.5
State,California,2021,March,"Independent Artists, Writers, and Perfor",14700,18856700,17254500,1602200,8.5
State,California,2021,March,Performing Arts Companies,8100,18856700,17254500,1602200,8.5
State,California,2021,March,Child Day Care Services,64100,18856700,17254500,1602200,8.5
State,California,2021,March,Other Residential Care Facilities,11900,18856700,17254500,1602200,8.5
State,California,2021,March, Pharmaceutical and Medicine Manufacturing,47700,18856700,17254500,1602200,8.5
State,California,2021,March, Nursing and Residential Care Facilities,289500,18856700,17254500,1602200,8.5
State,California,2021,March,Motor Vehicle and Motor Vehicle Parts Me,38200,18856700,17254500,1602200,8.5
State,California,2021,March, Service-Providing,14139000,18856700,17254500,1602200,8.5
State,California,2021,March, Plastics and Rubber Products Manufacturing,42400,18856700,17254500,1602200,8.5
State,California,2021,March,Wholesale Trade,641700,18856700,17254500,1602200,8.5
State,California,2021,March,Private Service Providing,11684500,18856700,17254500,1602200,8.5
State,California,2021,March,Automobile Dealers,116100,18856700,17254500,1602200,8.5
State,California,2021,March, Misc Nondurable Goods Merchant Wholesalers,45400,18856700,17254500,1602200,8.5
State,California,2021,March,Paper & Paper Products Merchant whole,12200,18856700,17254500,1602200,8.5
State,California,2021,March,"Soap, Cleaning Compound & Toiletry Mfg.",12800,18856700,17254500,1602200,8.5
State,California,2021,March,"Merchant Wholesalers, Durable Goods",333600,18856700,17254500,1602200,8.5
State,California,2021,March," Trade, Transportation, and Utilities",2969100,18856700,17254500,1602200,8.5
State,California,2021,March,Other Motor Vehicle Dealers,12100,18856700,17254500,1602200,8.5
State,California,2021,March,Electrical and Electronic Goods Merchant,44000,18856700,17254500,1602200,8.5
State,California,2021,March,Hospitals,401000,18856700,17254500,1602200,8.5
State,California,2021,March,Offices of Physicians,243500,18856700,17254500,1602200,8.5
State,California,2021,March,Business Support Services,50000,18856700,17254500,1602200,8.5
State,California,2021,March,Facilities Support Serv.,15000,18856700,17254500,1602200,8.5
State,California,2021,March, Administrative and Support Services,1040900,18856700,17254500,1602200,8.5
State,California,2021,March, Management of Companies and Enterprises,246300,18856700,17254500,1602200,8.5
State,California,2021,March, Home Furnishings Retailers,28800,18856700,17254500,1602200,8.5
State,California,2021,March, Furniture Retailers,20000,18856700,17254500,1602200,8.5
State,California,2021,March,Specialty Food Stores,27000,18856700,17254500,1602200,8.5
State,California,2021,March,Grocery Stores,329700,18856700,17254500,1602200,8.5
State,California,2021,March,Building Material and Supplies Dealers,124300,18856700,17254500,1602200,8.5
State,California,2021,March," Furniture, Home Furnishings, Electronics, and Appliance Retailers",100800,18856700,17254500,1602200,8.5
State,California,2021,March,Office Administrative Services,68600,18856700,17254500,1602200,8.5
State,California,2021,March, Administrative and Support and Waste Management and Remediation Services,1093500,18856700,17254500,1602200,8.5
State,California,2021,March,Furniture & Home Furnish Merch whole,19700,18856700,17254500,1602200,8.5
State,California,2021,March,Lumber & Other Const. Mat Merch whole,22600,18856700,17254500,1602200,8.5
State,California,2021,March,"Merchant Wholesalers, Nondurable Goods",267700,18856700,17254500,1602200,8.5
State,California,2021,March, Scientific Research and Development Services,167100,18856700,17254500,1602200,8.5
State,California,2021,March,"Beer, Wine, & Liquor Stores",17200,18856700,17254500,1602200,8.5
State,California,2021,March, Food and Beverage Retailers,373900,18856700,17254500,1602200,8.5
State,California,2021,March, Building Material and Garden Equipment and Supplies Dealers,137400,18856700,17254500,1602200,8.5
State,California,2021,March, Motor Vehicle and Parts Dealers,180300,18856700,17254500,1602200,8.5
State,California,2021,March,Retail Trade,1551000,18856700,17254500,1602200,8.5
State,California,2021,March,Chemical & Allied Products Merchant whol,14100,18856700,17254500,1602200,8.5
State,California,2021,March,Grocery & Related Products Merchant whol,99100,18856700,17254500,1602200,8.5
State,California,2021,March,Psychiatric & Substance Abuse Hosp,8500,18856700,17254500,1602200,8.5
State,California,2021,March,Other Ambulatory Health Care Serv.,29800,18856700,17254500,1602200,8.5
State,California,2021,March,Medical & Diagnostic Laboratories,40800,18856700,17254500,1602200,8.5
State,California,2021,March,Offices of Other Health Practitioners,108300,18856700,17254500,1602200,8.5
State,California,2021,March, Ambulatory Health Care Services,896000,18856700,17254500,1602200,8.5
State,California,2021,March, Health Care and Social Assistance,2439900,18856700,17254500,1602200,8.5
State,California,2021,March, Private Educational Services,351100,18856700,17254500,1602200,8.5
State,California,2021,March,ResidualOther Support Services,27300,18856700,17254500,1602200,8.5
State,California,2021,March, Investigation and Security Services,147500,18856700,17254500,1602200,8.5
State,California,2021,March,Travel Arrangement and Reservation Servi,16000,18856700,17254500,1602200,8.5
State,California,2021,March,"Other Professional, Scientific and Techn",75000,18856700,17254500,1602200,8.5
State,California,2021,March,Professional and Commercial Equipment Me,76700,18856700,17254500,1602200,8.5
State,California,2021,March,"Hdwr, Plumb & Heating Merchant whole",29100,18856700,17254500,1602200,8.5
State,California,2021,March," Religious, Grantmaking, Civic, Professional, and Similar Organizations",191900,18856700,17254500,1602200,8.5
State,California,2021,March, Personal and Laundry Services,137700,18856700,17254500,1602200,8.5
State,California,2021,March,Personal & Household Goods Repair,8700,18856700,17254500,1602200,8.5
State,California,2021,March, Electronics and Appliance Retailers,52000,18856700,17254500,1602200,8.5
State,California,2021,March,Other Schools & Instruction,59200,18856700,17254500,1602200,8.5
State,California,2021,March,Elementary and Secondary Schools,93900,18856700,17254500,1602200,8.5
State,California,2021,March, Waste Management and Remediation Services,52600,18856700,17254500,1602200,8.5
State,California,2021,March,Advertising and Related Services,55100,18856700,17254500,1602200,8.5
State,California,2021,March,Residential Intellectual & Developmental Disability,56600,18856700,17254500,1602200,8.5
State,California,2021,March,Nursing Care Facilities,127800,18856700,17254500,1602200,8.5
State,California,2021,March,"Specialty (not Psych, Sub Abuse) Hosp.",20400,18856700,17254500,1602200,8.5
State,California,2021,March,General Medical & Surgical Hosp.s,372100,18856700,17254500,1602200,8.5
State,California,2021,March,Home Health Care Serv.,105600,18856700,17254500,1602200,8.5
State,California,2021,March,Outpatient Care Centers,236100,18856700,17254500,1602200,8.5
State,California,2021,March,Offices of Dentists,131900,18856700,17254500,1602200,8.5
State,California,2021,March,"Automotive Parts, Accessories and Tire S",52100,18856700,17254500,1602200,8.5
State,California,2021,March,"Machinery, Equipment and Supplies Mercha",53800,18856700,17254500,1602200,8.5
State,California,2021,March,Wholesale Electronic Markets and Agents,40400,18856700,17254500,1602200,8.5
State,California,2021,March,"Apparel, Piece Gds & Notions Merch whole",32700,18856700,17254500,1602200,8.5
State,California,2021,March," Private Colleges, Universities, and Professional Schools",148400,18856700,17254500,1602200,8.5
State,California,2021,March,Junior Colleges,2500,18856700,17254500,1602200,8.5
State,California,2021,March, Private Education and Health Services,2791000,18856700,17254500,1602200,8.5
State,California,2021,March, Services to Buildings and Dwellings,242500,18856700,17254500,1602200,8.5
State,California,2021,March,Employment Services,474000,18856700,17254500,1602200,8.5
State,California,2021,March,Electronic Computer Manufacturing,68400,18856700,17254500,1602200,8.5
State,California,2021,March, Computer and Peripheral Equipment Manufacturing,79300,18856700,17254500,1602200,8.5
State,California,2021,March,Communications Equipment Manufacturing,17100,18856700,17254500,1602200,8.5
State,California,2021,March,Chemical Manufacturing,84300,18856700,17254500,1602200,8.5
State,California,2021,March, Petroleum and Coal Products Manufacturing,11100,18856700,17254500,1602200,8.5
State,California,2021,March, Printing and Related Support Activities,31500,18856700,17254500,1602200,8.5
State,California,2021,March,Converted Paper Product Mfg.,18700,18856700,17254500,1602200,8.5
State,California,2021,March, Cut and Sew Apparel Manufacturing,24600,18856700,17254500,1602200,8.5
State,California,2021,March, Depository Credit Intermediation including Monetary Authorities - Central Bank,135500,18856700,17254500,1602200,8.5
State,California,2021,March, Financial Activities,815700,18856700,17254500,1602200,8.5
State,California,2021,March, Wired Telecommunications Carriers,38300,18856700,17254500,1602200,8.5
State,California,2021,March," Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers",73300,18856700,17254500,1602200,8.5
State,California,2021,March,Apparel Knitting Mills,800,18856700,17254500,1602200,8.5
State,California,2021,March,Fruit & Vegetable Preserving & Specialty,23900,18856700,17254500,1602200,8.5
State,California,2021,March,Medical Equipment & Supplies Mfg.,56100,18856700,17254500,1602200,8.5
State,California,2021,March, Ship and Boat Building,9500,18856700,17254500,1602200,8.5
State,California,2021,March,Semiconductor and Electronic Component M,80900,18856700,17254500,1602200,8.5
State,California,2021,March, Radio and Television Broadcasting Stations,11900,18856700,17254500,1602200,8.5
State,California,2021,March,Manufacturing,1265000,18856700,17254500,1602200,8.5
State,California,2021,March, Total State and Local Government,2204200,18856700,17254500,1602200,8.5
State,California,2021,March,Social Advocacy Organizations,29100,18856700,17254500,1602200,8.5
State,California,2021,March,Indian Tribes,56900,18856700,17254500,1602200,8.5
State,California,2021,March,Paper Manufacturing,19800,18856700,17254500,1602200,8.5
State,California,2021,March,Apparel Manufacturing,27100,18856700,17254500,1602200,8.5
State,California,2021,March,Local Government,1670400,18856700,17254500,1602200,8.5
State,California,2021,March, Federal Government excluding Department of Defense,185300,18856700,17254500,1602200,8.5
